"chromosome","start","end","width","strand","gene_id","symbol","Log2FC","Pval","FDR"
"chr1",14582698,14646686,63989,"-","308718","Pex7",0.330156224585639,0.694277847485938,0.883078475936414
"chr1",14686358,14903639,217282,"+","365057","Map3k5",0.0966577715039502,0.0293429033183683,0.23001789205517
"chr1",14910553,15037574,127022,"+","293016","Map7",0.385302361994298,0.00110850341251219,0.0553491281576873
"chr1",15088536,15115321,26786,"+","293017","Bclaf1",0.394452724136531,0.0187159652021296,0.188353461846208
"chr1",15123232,15138632,15401,"+","100911069","Mtfr2",0.358559606767416,0.447915847119624,0.75012568442421
"chr1",15182710,15492900,310191,"-","140929","Pde7b",0.453514311243645,0.910276318945577,0.971210192342534
"chr1",15768047,15886744,118698,"+","308923","Ahi1",0.279082146735363,0.579725860365772,0.827291908273833
"chr1",16092607,16170069,77463,"+","293408","Hbs1l",0.253147761186626,0.726889612140643,0.896948140039374
"chr1",16183940,16203383,19444,"+","685750","Aldh8a1",-0.0744621507301579,0.178169786734176,0.509302716603906
"chr1",16738896,17236687,497792,"-","360302","Ptprk",0.137514250431468,0.915672235101493,0.972881543152801
"chr1",18403535,18551900,148366,"-","293947","Arhgap18",0.205660671836392,0.216853864174648,0.555254160001959
"chr1",19118997,19147832,28836,"-","685940","Samd3",0.339724688487509,0.139617328503981,0.459972684535169
"chr1",19323997,19404911,80915,"+","498987","Tmem200a",0.242291518103736,0.165244913503483,0.496532062167885
"chr1",19837390,19858906,21517,"+","686032","Smlr1",0.0340122772255194,0.0717448581615161,0.341889704377446
"chr1",20087490,20215963,128474,"+","361458","Akap7",0.175822156887963,0.726572591015182,0.896747329383616
"chr1",20475968,20488420,12453,"+","29221","Arg1",0.397416518214877,0.280418861789756,0.620200874305933
"chr1",20490315,20537463,47149,"-","309565","Med23",0.0746777439180741,0.959500739045892,0.988001321999718
"chr1",20563700,20635043,71344,"+","54410","Enpp3",0.0604355635351935,0.265540002918837,0.60575654120631
"chr1",20698770,20762505,63736,"+","85496","Enpp1",0.406747342115238,0.0679718865163196,0.333960491739945
"chr1",20802200,20805315,3116,"-","64032","Ccn2",0.227819606020611,0.754237782239527,0.908582794259439
"chr1",21197081,21237213,40133,"-","60466","Stx7",0.324889102035327,0.443891644434709,0.74747692560133
"chr1",21274972,21275988,1017,"+","319107","Taar9",0.220546575487257,0.090416304310042,0.378391464423693
"chr1",21289843,21290877,1035,"+","319105","Taar8c",1.11129348038073,0.506083590941905,0.786110088280205
"chr1",21305056,21306090,1035,"+","319106","Taar8b",1.03730389259132,0.78134531777211,0.921495996347128
"chr1",21332763,21333887,1125,"-","319104","Taar8a",0.821926867285905,0.936504563914225,0.980486918177604
"chr1",21373493,21374569,1077,"-","294130","Taar7h",0.104962539997762,0.774069877490339,0.917882111785042
"chr1",21387360,21388436,1077,"-","294131","Taar7g",-0.423749249938973,0.084097180945593,0.367986861834073
"chr1",21401716,21402792,1077,"-","294133","Taar7e",-0.872989837661395,0.152895525998732,0.479935065137694
"chr1",21409325,21410401,1077,"-","294134","Taar7d",0.748665539406776,0.556572211265445,0.81562565045817
"chr1",21429364,21430440,1077,"-","494535","Taar7c",0.0294343717909129,0.740030539401855,0.903066170869211
"chr1",21440832,21441908,1077,"-","294126","Taar7b",-0.152312759015616,0.5379478019783,0.804602033307466
"chr1",21450933,21452009,1077,"+","294125","Taar7a",1.07312601518482,0.2403261593594,0.579528037719522
"chr1",21458475,21459512,1038,"+","294124","Taar6",0.198269781115833,0.951162009382326,0.984611050383323
"chr1",21469923,21470936,1014,"-","294123","Taar5",-0.158633989126144,0.196692779469786,0.535651916953952
"chr1",21481050,21482093,1044,"-","294122","Taar4",-0.246549381144612,0.506266625995404,0.786110088280205
"chr1",21491538,21492566,1029,"-","494319","Taar3",-0.285062293268989,0.384183004420613,0.703824232830662
"chr1",21500290,21504259,3970,"-","294121","Taar2",-0.293827701407022,0.752286701327503,0.907856821305811
"chr1",21517742,21518740,999,"-","113914","Taar1",-0.370873042565711,0.248138033919234,0.587223578503773
"chr1",21537091,21547395,10305,"-","29142","Vnn1",0.102268731854586,0.536731541043022,0.804036759550445
"chr1",21571364,21583626,12263,"-","498992","Vnn3",0.37339166843335,0.349865406577789,0.675888280748456
"chr1",21679941,21680668,728,"-","100910237","LOC100910237",0.510520473477064,0.240887760991704,0.57977624558979
"chr1",21680854,21683010,2157,"+","65139","Rps12",0.335100684439686,0.217438773206792,0.5562472375145
"chr1",22172275,22414125,241851,"+","292172","Eya4",0.388696302246962,0.00608964767692983,0.117915758897434
"chr1",22701353,22704204,2852,"+","252856","Tcf21",0.0593021378222903,0.256873538496197,0.596262260185061
"chr1",22778481,22803305,24825,"+","689030","Tbpl1",-0.105292493449663,0.116879684741801,0.425324917926712
"chr1",22804418,22858075,53658,"-","308028","Slc2a12",0.248462277747353,0.660331964576829,0.86866906573566
"chr1",22980258,22988097,7840,"-","29517","Sgk1",-0.0184071021330973,0.899426940829502,0.967983262712767
"chr1",23735272,23762997,27726,"+","361459","Clvs2",0.70475395358886,0.302750955356996,0.639137099206612
"chr1",23955651,24410413,454763,"-","59299","Trdn",0.329483630086712,0.262266265138641,0.601728534897695
"chr1",26016668,26108736,92069,"+","292188","Rnf217",0.154373058173283,0.393362459138373,0.709827300009915
"chr1",26172170,26290704,118535,"+","689256","Tpd52l1",-0.269367964618534,0.00359744645665918,0.0950434452496456
"chr1",26294033,26313914,19882,"-","361462","Hddc2",0.0297524734920126,0.23155103097085,0.570073496973203
"chr1",26822131,26832218,10088,"+","155430","Hey2",0.195473402469136,0.723365356689047,0.894841772660881
"chr1",27035936,27045799,9864,"+","246769","Hint3",0.189657283821235,0.511615729298919,0.788884337299538
"chr1",27054432,27109763,55332,"+","378794","Trmt11",-0.00593897742725925,0.59437465292371,0.835669122271148
"chr1",27525324,27530464,5141,"+","689399","Cenpw",0.0749470320081973,0.290063531451934,0.628235664893197
"chr1",28283914,28367061,83148,"+","498997","Rspo3",-0.0289732575125735,0.395945295818204,0.711836078274258
"chr1",28465165,28475761,10597,"+","308051","Rnf146",0.23084298444884,0.332021227051619,0.663102583510921
"chr1",28476360,28506718,30359,"-","361465","Echdc1",-0.199843482145336,0.210494967173654,0.549335319056591
"chr1",28615606,28630309,14704,"-","292199","Kiaa0408L",0.0962071707908993,0.382933203220021,0.703152793589171
"chr1",28921475,28925646,4172,"+","502225","Lrrc14b",0.129216671409108,0.384919381931981,0.704031501378092
"chr1",28929546,28935891,6346,"-","308060","Ccdc127",0.565288792409678,0.00464798927197175,0.105255829786197
"chr1",28935965,28960936,24972,"+","157074","Sdha",0.234061142233187,0.364106471118275,0.688038689497118
"chr1",28966518,28982185,15668,"+","308061","Pdcd6",0.177783039082135,0.208810999556673,0.547787162760868
"chr1",28993634,29088673,95040,"+","498999","Ahrr",0.0130305379215645,0.989753865949111,0.997057204728455
"chr1",29091298,29122047,30750,"+","252881","Exoc3",-0.146922045851213,0.796613377683469,0.928347015649971
"chr1",29124674,29167417,42744,"-","24784","Slc9a3",0.312595018532399,0.0249032652051071,0.214522006532317
"chr1",29261255,29281134,19880,"-","361466","Tppp",0.351275859103915,0.000288776783946088,0.027515851265945
"chr1",29296334,29326897,30564,"-","499000","Zdhhc11",0.244279303361589,0.957407284273519,0.987274686391598
"chr1",29329974,29357017,27044,"-","308067","Brd9",0.248300330976951,0.963059399581256,0.98929879288593
"chr1",29357140,29402078,44939,"+","292206","Trip13",0.332663203765306,0.78303060754082,0.922298345291089
"chr1",29443980,29470820,26841,"+","308068","Nkd2",0.0280524743088337,0.275542742261192,0.616292575491168
"chr1",29472692,29526073,53382,"-","308069","Slc12a7",0.113315465528276,0.31123826181107,0.645660387382125
"chr1",29586205,29604964,18760,"+","664630","Slc6a19",0.0984749924752281,0.983798113061188,0.995801409465229
"chr1",29608100,29621925,13826,"+","29323","Slc6a18",0.22866849045131,0.851998750464796,0.951107696021425
"chr1",29638051,29658813,20763,"-","301965","Tert",0.14990310998864,0.437555807699056,0.742064932225073
"chr1",29667545,29683530,15986,"-","316916","Clptm1l",0.39466031234675,0.207367961884672,0.546617558788062
"chr1",29709443,29750413,40971,"-","24898","Slc6a3",0.479912223226022,0.569732390273881,0.82228808187379
"chr1",29766070,29816401,50332,"-","361467","Lpcat1",0.0436382643905662,0.139999955094951,0.460686774295275
"chr1",29965481,29966577,1097,"-","364656","Mrpl36",0.0858994341305705,0.13345397808451,0.451151030604809
"chr1",30030561,30039549,8989,"-","306655","Irx4",0.0844241887539274,0.285991522096483,0.625126500051528
"chr1",30660960,30666378,5419,"-","306657","Irx2",0.440335865961912,0.532558342855437,0.801365190228707
"chr1",31294615,31300444,5830,"+","306659","Irx1",0.0363432980787215,0.451771955013068,0.752727423718409
"chr1",32430436,32560494,130059,"+","306664","Adamts16",-0.0211925269312262,0.258474395703823,0.597668484005778
"chr1",33470064,33475724,5661,"-","290939","Med10",0.101848108101071,0.356926969306111,0.680710441188959
"chr1",33548814,33589174,40361,"+","679949","Ube2ql1",-0.00075141828703368,0.136141137617139,0.455851247081293
"chr1",33662139,33685862,23724,"-","361191","Nsun2",0.0064457688036212,0.422186545659525,0.731267189496884
"chr1",33686470,33720463,33994,"+","24950","Srd5a1",0.0777826660001913,0.517670346359366,0.792782173675413
"chr1",33766638,33799433,32796,"+","306672","Tent4a",0.0759279157061644,0.120773798423741,0.432777302035007
"chr1",34375911,34822236,446326,"+","81636","Adcy2",-0.232616352386337,0.00361857520997799,0.0952801997266655
"chr1",34858343,34866874,8532,"-","290946","Fastkd3",-0.163794215987817,0.989795275210733,0.997057204728455
"chr1",34867089,34898956,31868,"+","290947","Mtrr",-0.239330385564602,0.174837121919493,0.506249567404551
"chr1",34927301,34944109,16809,"-","680200","Zfp455l1",-0.0157835392870452,0.64924856827275,0.863372221593374
"chr1",35003999,35014326,10328,"-","498682","RGD1566325",0.224188644688673,0.712568387884697,0.889921257561782
"chr1",35020478,35033216,12739,"-","682870","LOC682870",-0.0880178571879206,0.500190243709238,0.782046713075485
"chr1",39773403,39886958,113556,"+","171010","Ppp1r14c",-0.250338391915705,0.00868871076654841,0.137357252616777
"chr1",40004041,40019323,15283,"+","308129","Iyd",-0.186612170790789,0.285219360006233,0.624723914631652
"chr1",40348684,40434063,85380,"+","679812","Plekhg1",0.356964241608452,0.000839450791318017,0.048468554464279
"chr1",40444008,40632909,188902,"+","361472","Mthfd1l",-0.0395341923440192,0.339179903206919,0.668195345743968
"chr1",40730123,40819863,89741,"+","83425","Akap12",0.00591361875675878,0.52861513683063,0.800126921954487
"chr1",40827457,40834938,7482,"-","308126","Zbtb2",0.155230422322138,0.534880926424148,0.803061715567483
"chr1",40860464,40884019,23556,"-","292268","Rmnd1",0.0886712318659251,0.404501408243645,0.717706451441311
"chr1",40894578,40918301,23724,"+","292267","Armt1",0.156551399254739,0.418653925978431,0.728331687846542
"chr1",41236742,41495002,258261,"+","24890","Esr1",-0.202976816806312,0.0284947917751201,0.227293542627067
"chr1",42018137,42029410,11274,"+","292264","Myct1",-0.203437934778531,0.0169961641553882,0.182939576776238
"chr1",42065138,42073218,8081,"+","117064","Vip",-0.216570888431821,0.0582384892601581,0.310005646687786
"chr1",42196068,42202437,6370,"-","292263","Fbxo5",0.056530552806983,0.417066115202758,0.727310916170666
"chr1",42210582,42220834,10253,"-","361473","Mtrf1l",-0.29391561367036,0.134165527346788,0.452049966016415
"chr1",42227620,42324609,96990,"-","308118","Rgs17",0.00178402860077627,0.275845737700295,0.616314573380606
"chr1",43160057,43413409,253353,"+","25601","Oprm1",-0.244772832655097,0.000190717459342294,0.0222681965593355
"chr1",43273318,43346804,73487,"-","361474","Ipcef1",-0.117128836166781,0.0195555145870423,0.193198312988809
"chr1",43499273,43591630,92358,"-","308113","Cnksr3",0.267773013498024,0.0128474769589617,0.161594322654821
"chr1",43727794,43804978,77185,"+","245926","Scaf8",0.0721632979352252,0.654823608995241,0.8653871499539
"chr1",44119165,44161680,42516,"-","308140","Tfb1m",-0.262622614546482,0.0735019756251382,0.346580299885217
"chr1",44133769,44134428,660,"+","680178","Cldn20",-0.0885078663886985,0.0521141350094711,0.295839789730791
"chr1",44238012,44302851,64840,"-","292279","Nox3",-0.0976541361551193,0.00110418745422717,0.0553491281576873
"chr1",45992706,46019481,26776,"-","292228","Tmem242",-0.312383482652918,0.00056413747040906,0.0393474602860911
"chr1",45997845,45999268,1424,"-","369018","Ldhal6b",-0.511470725014916,0.0352917774535336,0.248966456310661
"chr1",46069127,46330489,261363,"+","499014","Zdhhc14",0.0326726883277718,0.705319608705004,0.886760804446846
"chr1",46424968,46509037,84070,"+","683687","Snx9",-0.0715814738227433,0.695262003935106,0.883582442288237
"chr1",46518709,46616017,97309,"+","84018","Synj2",0.199760706830411,0.0389925181904512,0.259014300833104
"chr1",46656938,46663512,6575,"+","502227","Gtf2h5",0.275635107124685,0.593689111809549,0.835511182187289
"chr1",46710735,46808570,97836,"+","499016","Tulp4",0.155113625243351,0.2540249947104,0.594114104547128
"chr1",46842517,46882675,40159,"+","502228","Tmem181",0.218779433256514,0.338102376086147,0.667531149639029
"chr1",46887018,46893841,6824,"-","83462","Dynlt1",0.243842201629464,0.179227164347869,0.510277893223891
"chr1",46911217,46967461,56245,"+","499017","Sytl3",-0.0502765335007608,0.352087331764378,0.677108944962551
"chr1",46967961,47011505,43545,"-","54319","Ezr",-0.0877944491497991,0.161097170129749,0.489972334608006
"chr1",47116168,47154232,38065,"-","361476","Rsph3",-0.010490124061378,0.105638237786254,0.406825529495998
"chr1",47170725,47178755,8031,"-","308097","Tagap",0.107129429069849,0.298401269831137,0.635935338798037
"chr1",47302722,47363593,60872,"+","308099","Fndc1",-0.0828332331024466,0.0328796017770865,0.243655595489612
"chr1",47638318,47645163,6846,"-","24787","Sod2",0.25222981613752,0.0413380689895463,0.266124640089574
"chr1",47665965,47691067,25103,"+","499020","Wtap",0.0988174058111743,0.497078893044015,0.780346571125835
"chr1",47695833,47713879,18047,"+","308100","Acat2",0.174731491794786,0.0602908670109618,0.316695452717112
"chr1",47829062,47836744,7683,"-","24818","Tcp1",0.0613854936653753,0.106989593473116,0.409297398286689
"chr1",47837169,47841986,4818,"+","292244","Mrpl18",0.0536648696759098,0.373681891124132,0.695732449418647
"chr1",47843224,47861675,18452,"+","361478","Pnldc1",0.397620195673522,0.0410601636238085,0.26527086813944
"chr1",47872474,47873439,966,"-","404641","Mas1l",-0.186840877171483,0.45982958502897,0.757420033454577
"chr1",47880309,47911500,31192,"+","25153","Mas1",-0.368698971278148,0.382567736599074,0.702710799860745
"chr1",47979109,48067501,88393,"+","25151","Igf2r",-0.147938384485169,0.0358960109445399,0.250727565255249
"chr1",48076666,48103679,27014,"+","24904","Slc22a1",-0.367572348888939,0.0128587912163919,0.161594322654821
"chr1",48121061,48163258,42198,"-","29503","Slc22a2",-0.162423126593759,0.23174586710931,0.570073496973203
"chr1",48235476,48324614,89139,"+","29504","Slc22a3",-0.347500722471797,0.0186785967037574,0.188265139146484
"chr1",48325186,48367643,42458,"-","85253","Plg",0.123359499909994,0.795794096759422,0.928057637595931
"chr1",48431873,48519358,87486,"+","308106","Map3k4",-0.0680229182658287,0.430515502036798,0.737422560596968
"chr1",48527322,48633223,105902,"-","170919","Agpat4",0.186180560714796,0.0231396470966055,0.208022639079197
"chr1",48690481,49882447,1191967,"-","56816","Prkn",-0.0570677300304607,0.0193849128810985,0.192194386124627
"chr1",49882722,50305434,422713,"+","499021","Pacrg",0.142216265159498,0.112410206965153,0.417130619036256
"chr1",50385803,50386959,1157,"-","106182183","Cahm",0.158768587395879,0.169794260576639,0.501898873332223
"chr1",50387698,50491155,103458,"+","499022","Qki",0.198809769429129,0.145090632503107,0.468156807995633
"chr1",51045264,51048339,3076,"+","292295","Pabpc6",-0.395266513256847,0.00901505594587727,0.138891078343717
"chr1",51740328,51763989,23662,"-","681210","MGC94891",-0.335172340762736,0.0111813516378469,0.153029990531489
"chr1",51770132,51953613,183482,"-","63885","Pde10a",-0.0805019149491376,0.0909443673975657,0.37884708274965
"chr1",52298099,52305864,7766,"-","292301","Tbxt",0.00244415226938066,0.071722800705408,0.341889140486659
"chr1",52318455,52373525,55071,"-","681288","T2",0.282847752643898,0.146085851027502,0.469250041673745
"chr1",52402426,52403352,927,"-","361481","Prr18",0.358283806187617,0.0106241453464272,0.150148927535225
"chr1",52409687,52425583,15897,"-","292305","Sft2d1",-0.228749691684667,0.399248889809024,0.713783097558763
"chr1",52437747,52449369,11623,"-","171087","Mpc1",0.23156897672668,0.247880912554081,0.587176272645654
"chr1",52476066,52498570,22505,"-","308163","Ccr6",0.160957582556071,0.863579338495631,0.955041102107692
"chr1",52535156,52563955,28800,"-","683722","Cep43",-0.156655242417918,0.145522334599223,0.468773868170451
"chr1",52585980,52603151,17172,"+","292306","Rnaset2",-0.124146852713088,0.00404172530437977,0.0984598710038396
"chr1",52771260,52906739,135480,"+","117269","Rps6ka2",-0.100486537932062,0.0286550504003535,0.227946219813396
"chr1",52926953,52927912,960,"-","292310","Gpr31",0.274496197641284,0.284580210015954,0.624170787804354
"chr1",52939092,52960833,21742,"+","308169","Tcp10b",0.233649074908745,0.480914530078621,0.769966638598927
"chr1",52968428,52970206,1779,"-","292311","Ttll2",0.0322779534755024,0.123168407603434,0.436300221358565
"chr1",53280367,53579596,299230,"+","292316","Smok2a",-0.111821235487916,0.0124784646875355,0.15984806243138
"chr1",53905376,54034216,128841,"+","26955","Afdn",-0.0745623337362623,0.117831416188613,0.427108857470867
"chr1",54292484,54321356,28873,"+","685557","Vom2r7",0.202033029023091,0.452597291450332,0.753357635570088
"chr1",54686330,54725985,39656,"+","685641","Vom2r8",0.306462658638884,0.231382522155962,0.570073496973203
"chr1",54858286,54872201,13916,"+","685666","Vom2r9",0.0251104883091355,0.0396757234728589,0.261757695874476
"chr1",55181023,55189939,8917,"-","308212","Dact2",-0.0403151523739584,0.675514222811059,0.874566914071688
"chr1",55262530,55391695,129166,"+","292401","Smoc2",0.3014265248523,0.720167940088422,0.892696976705894
"chr1",55670394,55699789,29396,"-","292406","Thbs2",0.0964860791153519,0.17298087630258,0.504446581185057
"chr1",55950449,55953171,2723,"+","100125364","LOC100125364",-0.0555196442570592,0.882639595386025,0.961839356605427
"chr1",55952253,55968590,16338,"-","292404","Phf10",0.156089920514329,0.776123748319561,0.919067558536379
"chr1",55971335,55983164,11830,"-","365153","Dynlt2",0.062942352779858,0.943468025226139,0.98239889859478
"chr1",56312062,56320174,8113,"-","84010","Dll1",0.249066362925625,0.244605442986704,0.582911662437956
"chr1",56339129,56385064,45936,"+","308218","Fam120b",-0.121521643875918,0.00320670511380394,0.0916644542121301
"chr1",56442681,56461680,19000,"-","94198","Psmb1",-0.0816013189633024,0.724747744438645,0.895699654105653
"chr1",56463618,56480428,16811,"+","117526","Tbp",-0.156089216866557,0.435209439137647,0.740969353378598
"chr1",56484947,56490437,5491,"-","58934","Pdcd2",0.0496086944364261,0.820954226158571,0.93827208149043
"chr1",56505579,56525652,20074,"-","365155","Prdm9",-0.17212321821824,0.296530904038602,0.6343933009747
"chr1",56664054,56728125,64072,"+","308215","Chd1",-0.0983374660506924,0.197871808816439,0.537051167324766
"chr1",58103132,58119397,16266,"+","308201","Riok2",0.455615351729091,0.0116286824949279,0.155259828992387
"chr1",58128961,58185964,57004,"+","292381","Lix1",-0.0827394833320989,0.0483569144075217,0.284672355342322
"chr1",58258643,58354544,95902,"-","171105","Lnpep",0.0891909416923273,0.850744446257005,0.950825870832857
"chr1",58677015,58677084,70,"+","100314189","Mir99b",0.374183533866061,0.0224461818964891,0.205655525894846
"chr1",58677171,58677287,117,"-","100526599","Mir3596c",0.404962159329629,0.00667072413128321,0.122697696916862
"chr1",58677180,58677272,93,"+","100313991","Mirlet7e",0.392373883725067,0.00728014624815622,0.127607481305915
"chr1",58677626,58677710,85,"+","100314236","Mir125a",0.191586204744344,0.311345767642841,0.645660387382125
"chr1",58677797,58688562,10766,"+","688452","Spaca6",-0.104773600958663,0.280646692815297,0.620470559025883
"chr1",58693411,58705397,11987,"-","282821","Has1",0.111006228057803,0.793276670232352,0.927226524925695
"chr1",58748266,58749473,1208,"-","292409","Fpr1",0.259895575808228,0.117921753142069,0.42730706765134
"chr1",59027796,59075351,47556,"+","292414","Vom2r10",-0.180426473802792,0.543453564080527,0.80703455943384
"chr1",59498863,59518653,19791,"-","292417","Vom2r11",-0.519684437939346,0.530208712170657,0.80022947001422
"chr1",59686519,59687550,1032,"-","292419","Fpr2l1",-0.431106480176068,0.0655413388930454,0.327270812955432
"chr1",60032949,60033899,951,"+","100312665","Vom1r9",0.0646642331244734,0.915581472576132,0.972881543152801
"chr1",60264367,60265317,951,"+","100312667","Vom1r13",-0.525529640301912,0.0169095223058492,0.182485658907075
"chr1",60540223,60559467,19245,"+","117281","Ppp2r1a",-0.0334178451048521,0.856463098729881,0.952474408608062
"chr1",60661804,60662751,948,"-","100312668","Vom1r16",0.414004203805157,0.651282959353031,0.863776165228622
"chr1",60770206,60771111,906,"+","100312945","Vom1r17",0.305327047052004,0.719394212612543,0.892237082008763
"chr1",61191746,61203997,12252,"+","308232","Zfp54",-0.0756896405365933,0.7728835842521,0.917411236120073
"chr1",61284033,61314377,30345,"+","308236","Zfp53",-0.030802395056616,0.488866328791064,0.774730725722966
"chr1",61335270,61363105,27836,"+","361487","Zfp52",-0.0564235843659235,0.35586067775775,0.680185262004457
"chr1",62022615,62045322,22708,"+","690566","Vom2r12",-0.513986114180231,0.387752195501047,0.705913033300456
"chr1",62022615,62179453,156839,"+","690593","Vom2r13",-0.0142625871666451,0.246530510007171,0.585182752926087
"chr1",62820605,62834089,13485,"+","502285","Vom2r80",-0.592759076853161,0.0205908654502631,0.197602047802002
"chr1",62962456,62984965,22510,"-","690661","Zfp40",0.0168169626032407,0.322966730228694,0.655776677410794
"chr1",63076440,63092260,15821,"-","690680","Vom2r15",0.679559979516666,0.358802139247228,0.682255638214072
"chr1",63236378,63254508,18131,"+","690691","Vom2r16",0.733105140714122,0.991610830830867,0.99772587966331
