"chromosome","start","end","width","strand","gene_id","symbol","Log2FC","Pval","FDR"
"chr1",4041547,4090909,49363,"-","365038","Samd5",-0.444911797668743,1.19855758452863e-06,1.68029294808515e-05
"chr1",4185529,4335101,149573,"-","81022","Stxbp5",-0.192026102778132,0.0139559344228167,0.0369839684446016
"chr1",4946193,4961003,14811,"-","365042","Rab32",-0.152308106282808,0.00451852857844278,0.0150732858469859
"chr1",5058292,5453167,394876,"-","24414","Grm1",-0.78418674682038,6.295434471989e-14,2.28734119148934e-11
"chr1",5528888,5602536,73649,"+","308282","Shprh",-0.195027552111278,0.070978686045478,0.136486918111319
"chr1",5655575,5671456,15882,"+","308283","Fbxo30",-0.0326414108934892,0.18397102044234,0.288979912538826
"chr1",5727111,5845102,117992,"+","114005","Epm2a",-0.793895215517517,1.5932062590089e-12,2.95590608054416e-10
"chr1",6722600,7224313,501714,"-","25600","Utrn",-0.22088358517068,0.00116609766178915,0.00503509364238742
"chr1",7293427,7320060,26634,"-","292483","Stx11",-0.303519087915043,0.00477474983036691,0.0157545982401099
"chr1",7357040,7357752,713,"+","680891","Sf3b5",0.146133805410114,0.235251605002145,0.349793311070758
"chr1",7477295,7517229,39935,"+","25157","Plagl1",-0.2025588081455,0.0384689553701443,0.0836968645475961
"chr1",7537291,7565054,27764,"-","100361672","Zc2hc1b",-0.106326535810451,0.944725275197693,0.963251579346788
"chr1",7565673,7578398,12726,"-","361452","Ltv1",0.247025616759615,0.0315897263572927,0.0716815035958406
"chr1",7597927,7710740,112814,"-","308291","Phactr2",-0.349361718739443,6.30538945728987e-05,0.000447744267651203
"chr1",7885986,7900777,14792,"+","292485","Fuca2",0.179355960496563,0.850550664795715,0.897754862557482
"chr1",7912510,7954348,41839,"-","83519","Pex3",-0.0150267099584171,0.72860849606096,0.809461853185319
"chr1",7954557,7973247,18691,"+","361453","Adat2",-0.416119804177673,0.0218246285047,0.0531445854680212
"chr1",8046430,8268952,222523,"-","292486","Aig1",-0.217243660523901,0.0099707330514983,0.0283207792211939
"chr1",8359289,8555993,196705,"+","29721","Hivep2",-0.039623048202724,0.745226304341836,0.821670217536787
"chr1",9032871,9080600,47730,"-","292640","Vta1",-0.11518235984866,0.707170019395958,0.793274917235833
"chr1",9086425,9088138,1714,"-","681263","Gje1",-0.703094768290932,0.000889331239495139,0.00403064886091352
"chr1",9134889,9145462,10574,"+","25264","Nmbr",-0.75481673050499,0.00325294905147904,0.0115754808116291
"chr1",12312426,12314869,2444,"+","114490","Cited2",0.0484141484343463,0.788899818961646,0.853658394853321
"chr1",12404859,12449975,45117,"+","308622","Txlnb",-0.502853203769664,0.00520959888531604,0.0168982480290277
"chr1",12525135,12538918,13784,"-","308624","Heca",-0.13431195507221,0.074925221431403,0.142714707488387
"chr1",12654951,12665143,10193,"-","685045","Abracl",-0.106938951449242,0.0865730471123278,0.159669410071806
"chr1",12698116,12775561,77446,"+","292944","Reps1",-0.0634100665655539,0.98727339114849,0.99201955612132
"chr1",12857669,12872706,15038,"-","361454","Ccdc28a",-0.216937180799943,0.0920083708300767,0.167637483000056
"chr1",13194982,13201777,6796,"-","308632","Hebp2",-0.228774092528882,0.142881927734413,0.237005339664774
"chr1",13542067,13554513,12447,"+","292949","Perp",-0.534387637154456,5.47361796997071e-05,0.00039981138679388
"chr1",14081259,14083336,2078,"+","293012","Olig3",-0.604878114759888,1.40399190069665e-08,4.38025380110012e-07
"chr1",14333265,14351705,18441,"+","116465","Ifngr1",0.33753744714405,0.20331753178738,0.312851398832884
"chr1",14364489,14377844,13356,"+","444986","Il22ra2",-0.0567569259005321,0.00323811703175547,0.0115297592964099
"chr1",14451228,14493602,42375,"+","308716","Il20ra",-0.414014852358169,3.5846704909172e-09,1.41440392220805e-07
"chr1",14569687,14573159,3473,"-","308717","Slc35d3",-0.501052463412525,8.38337279019259e-05,0.000565593893465991
"chr1",14582698,14646686,63989,"-","308718","Pex7",0.251165988291634,0.175578259471898,0.278573948798208
"chr1",14686358,14903639,217282,"+","365057","Map3k5",-0.160011546072333,0.000337470701190412,0.00179435641120755
"chr1",14910553,15037574,127022,"+","293016","Map7",0.414672076089959,7.98340537382316e-06,8.09480172787651e-05
"chr1",15088536,15115321,26786,"+","293017","Bclaf1",0.193784351830656,0.312513670723302,0.433315186628589
"chr1",15123232,15138632,15401,"+","100911069","Mtfr2",0.0172829635962029,0.13420683991025,0.225880332434769
"chr1",15182710,15492900,310191,"-","140929","Pde7b",-0.260757023905863,0.000244296598532779,0.00137436538013279
"chr1",15768047,15886744,118698,"+","308923","Ahi1",-0.329542813019293,4.73930918471816e-07,7.84934018817519e-06
"chr1",16092607,16170069,77463,"+","293408","Hbs1l",-0.362186754435725,8.21507286793101e-05,0.000555744262283618
"chr1",16183940,16203383,19444,"+","685750","Aldh8a1",-0.461963467829171,8.55422697645761e-07,1.26750822828735e-05
"chr1",16738896,17236687,497792,"-","360302","Ptprk",-0.098913311768458,0.200612861606583,0.309591036759473
"chr1",18403535,18551900,148366,"-","293947","Arhgap18",-0.521277365396985,1.24813488486091e-05,0.000116903718539067
"chr1",19118997,19147832,28836,"-","685940","Samd3",-0.836538282503968,6.70591070065672e-09,2.37218803357594e-07
"chr1",19323997,19404911,80915,"+","498987","Tmem200a",-0.787185622058003,5.26363436338804e-12,7.64746647064749e-10
"chr1",19837390,19858906,21517,"+","686032","Smlr1",0.060576938162827,0.743239913341876,0.820386334726729
"chr1",20087490,20215963,128474,"+","361458","Akap7",-0.131114833787614,0.539376814356176,0.649950365672059
"chr1",20475968,20488420,12453,"+","29221","Arg1",-0.617731754305043,2.25679764878495e-05,0.000191805804068273
"chr1",20490315,20537463,47149,"-","309565","Med23",-0.278593466938121,0.00804350708668156,0.0239749932986266
"chr1",20563700,20635043,71344,"+","54410","Enpp3",-0.534642191638924,8.99510434248335e-05,0.000600132439682133
"chr1",20698770,20762505,63736,"+","85496","Enpp1",-0.0890370109236704,0.32325131362826,0.444808498475371
"chr1",20802200,20805315,3116,"-","64032","Ccn2",-0.639313604241431,0.000170398444897697,0.00101293131063211
"chr1",21197081,21237213,40133,"-","60466","Stx7",0.0128587955983083,0.528197881751961,0.639972978863012
"chr1",21274972,21275988,1017,"+","319107","Taar9",-0.263842180128922,0.425777660839705,0.546640341949681
"chr1",21289843,21290877,1035,"+","319105","Taar8c",-1.2109174080718,0.000148651570196011,0.000903304315058685
"chr1",21305056,21306090,1035,"+","319106","Taar8b",-1.02575496311436,0.00269756440424024,0.00991248434679347
"chr1",21332763,21333887,1125,"-","319104","Taar8a",-1.2564613621367,0.00831728104228409,0.0246061715652985
"chr1",21373493,21374569,1077,"-","294130","Taar7h",-0.702451307284656,0.00299941640469264,0.0108301909105258
"chr1",21387360,21388436,1077,"-","294131","Taar7g",-0.0237922960962126,0.0857748666658507,0.158482220007674
"chr1",21401716,21402792,1077,"-","294133","Taar7e",0.402958936813764,0.128670983778099,0.218587761259502
"chr1",21409325,21410401,1077,"-","294134","Taar7d",-0.541380738920354,0.0797490683560934,0.149631388072111
"chr1",21429364,21430440,1077,"-","494535","Taar7c",-0.360361966176596,0.142265546642607,0.236286339499122
"chr1",21440832,21441908,1077,"-","294126","Taar7b",-1.3079848356337,0.120891061399832,0.208116559687158
"chr1",21450933,21452009,1077,"+","294125","Taar7a",-1.47494357580919,0.241357244365279,0.35686904126583
"chr1",21458475,21459512,1038,"+","294124","Taar6",-0.227412925307859,0.200155298834304,0.30893958860698
"chr1",21469923,21470936,1014,"-","294123","Taar5",-0.653958108489501,0.386330606346525,0.508728916844111
"chr1",21481050,21482093,1044,"-","294122","Taar4",-0.819694050957772,0.252751568807675,0.369301890080919
"chr1",21491538,21492566,1029,"-","494319","Taar3",0.201683039558971,0.531136409990268,0.642595836991347
"chr1",21500290,21504259,3970,"-","294121","Taar2",-1.01381954676272,0.052083144133621,0.1065739802523
"chr1",21517742,21518740,999,"-","113914","Taar1",-1.13067769766315,0.00141579072639776,0.00591268924051171
"chr1",21537091,21547395,10305,"-","29142","Vnn1",-0.506351732086483,0.0266667643954328,0.0625848971950408
"chr1",21571364,21583626,12263,"-","498992","Vnn3",-0.324450968583576,0.0392777885948412,0.085157214457239
"chr1",21679941,21680668,728,"-","100910237","LOC100910237",0.136056121210053,0.218443139374742,0.330354522259408
"chr1",21680854,21683010,2157,"+","65139","Rps12",0.124796729502906,0.251404531024885,0.367826763512919
"chr1",22172275,22414125,241851,"+","292172","Eya4",0.169589122713346,0.387900168453772,0.510410361991382
"chr1",22701353,22704204,2852,"+","252856","Tcf21",-0.585515557308695,0.0189764312307745,0.0474955454455666
"chr1",22778481,22803305,24825,"+","689030","Tbpl1",0.0189439946870416,0.467593719203096,0.585037266870076
"chr1",22804418,22858075,53658,"-","308028","Slc2a12",-0.305366972215416,0.00057114005945664,0.00278698450949183
"chr1",22980258,22988097,7840,"-","29517","Sgk1",0.250800205458118,0.0341165024384663,0.0762028435613284
"chr1",23735272,23762997,27726,"+","361459","Clvs2",-0.89095457670749,3.61406790735095e-12,5.72994039129096e-10
"chr1",23955651,24410413,454763,"-","59299","Trdn",-0.962872837886702,2.039646131413e-12,3.59307358907502e-10
"chr1",26016668,26108736,92069,"+","292188","Rnf217",-0.473273500388209,4.82833505048002e-05,0.000360317343946818
"chr1",26172170,26290704,118535,"+","689256","Tpd52l1",-0.84317922977054,1.2037615781884e-10,9.20772014193236e-09
"chr1",26294033,26313914,19882,"-","361462","Hddc2",-0.280254343776985,0.00512273324066882,0.0166617806261216
"chr1",26822131,26832218,10088,"+","155430","Hey2",-0.0621894563835916,0.904300684240511,0.934633396536359
"chr1",27035936,27045799,9864,"+","246769","Hint3",-0.0101628114110777,0.839231307885904,0.890441930372341
"chr1",27054432,27109763,55332,"+","378794","Trmt11",-0.647751739347341,0.0183864198314499,0.0463648296501572
"chr1",27525324,27530464,5141,"+","689399","Cenpw",-0.790627436649093,0.000504262126013462,0.00250693599705666
"chr1",28283914,28367061,83148,"+","498997","Rspo3",-0.525302209072917,5.50899231146746e-05,0.000401995087497877
"chr1",28465165,28475761,10597,"+","308051","Rnf146",0.217061556497144,0.163508855396336,0.263747911134144
"chr1",28476360,28506718,30359,"-","361465","Echdc1",-0.245230966710307,0.565594335978624,0.672757142236202
"chr1",28615606,28630309,14704,"-","292199","Kiaa0408L",-0.151109162350462,0.234277204688243,0.34873629649735
"chr1",28921475,28925646,4172,"+","502225","Lrrc14b",-0.814331379495762,0.000120911061686938,0.000762084899103794
"chr1",28929546,28935891,6346,"-","308060","Ccdc127",0.189387885837323,0.116880594309171,0.202382601742647
"chr1",28935965,28960936,24972,"+","157074","Sdha",0.23797985969555,0.127764566822875,0.217353898726429
"chr1",28966518,28982185,15668,"+","308061","Pdcd6",-0.153969132441502,0.693677677044756,0.78264903249112
"chr1",28993634,29088673,95040,"+","498999","Ahrr",-0.663389569607056,0.000512242052437516,0.00254225993013952
"chr1",29091298,29122047,30750,"+","252881","Exoc3",0.0890141306663737,0.437765173554211,0.557147869024932
"chr1",29124674,29167417,42744,"-","24784","Slc9a3",-0.246571752355963,0.00407568139428957,0.0139017961111696
"chr1",29261255,29281134,19880,"-","361466","Tppp",0.129417197284834,0.233472290811177,0.347672908032272
"chr1",29296334,29326897,30564,"-","499000","Zdhhc11",-0.324787060007586,0.122795828030936,0.210824890811136
"chr1",29329974,29357017,27044,"-","308067","Brd9",0.0711700179420767,0.791555300198849,0.855118302499322
"chr1",29357140,29402078,44939,"+","292206","Trip13",-0.160584623332896,0.0570724380758212,0.114736982137443
"chr1",29443980,29470820,26841,"+","308068","Nkd2",-0.449801639264242,0.122309014844472,0.210172468037614
"chr1",29472692,29526073,53382,"-","308069","Slc12a7",-0.548514713376972,0.000409338006637049,0.00210896745516991
"chr1",29586205,29604964,18760,"+","664630","Slc6a19",-0.340574015936755,0.0101956735412061,0.0287629483271814
"chr1",29608100,29621925,13826,"+","29323","Slc6a18",-0.106669092835451,0.00779361326831447,0.0233982811842665
"chr1",29638051,29658813,20763,"-","301965","Tert",-0.523184852741778,0.000169636387895978,0.00100936834012482
"chr1",29667545,29683530,15986,"-","316916","Clptm1l",0.285245435165047,0.768018651110397,0.838946386806427
"chr1",29709443,29750413,40971,"-","24898","Slc6a3",-0.622899092075224,0.00112194736044267,0.00488436394561164
"chr1",29766070,29816401,50332,"-","361467","Lpcat1",-0.324775478783658,0.000906817748365463,0.00409288341912362
"chr1",29965481,29966577,1097,"-","364656","Mrpl36",0.107304703504724,0.868983315514598,0.909558817823466
"chr1",30030561,30039549,8989,"-","306655","Irx4",-0.390466808642918,0.00195638501793648,0.00768973511670322
"chr1",30660960,30666378,5419,"-","306657","Irx2",0.0553342750959189,0.487720641786996,0.60303778750551
"chr1",31294615,31300444,5830,"+","306659","Irx1",-0.288859300370993,0.000699556835694272,0.00330630656219732
"chr1",32430436,32560494,130059,"+","306664","Adamts16",-0.528264458058698,4.19809380898932e-07,7.15686764699645e-06
"chr1",33470064,33475724,5661,"-","290939","Med10",-0.754277249747935,2.96131016984767e-08,8.23688187593992e-07
"chr1",33548814,33589174,40361,"+","679949","Ube2ql1",-0.599835308983441,8.60807876447265e-08,1.91975567330439e-06
"chr1",33662139,33685862,23724,"-","361191","Nsun2",-0.0357527962182077,0.771506814800343,0.841626249460061
"chr1",33686470,33720463,33994,"+","24950","Srd5a1",0.0744158233807204,0.245075929682365,0.361203770274694
"chr1",33766638,33799433,32796,"+","306672","Tent4a",-0.0958856198271379,0.37884529034306,0.501484771429447
"chr1",34375911,34822236,446326,"+","81636","Adcy2",-0.559312769351842,4.89247620092267e-10,2.78000821634814e-08
"chr1",34858343,34866874,8532,"-","290946","Fastkd3",0.230444407792947,0.659795541632005,0.754052047579434
"chr1",34867089,34898956,31868,"+","290947","Mtrr",0.123274697865536,0.478736308910754,0.595730376553945
"chr1",34927301,34944109,16809,"-","680200","Zfp455l1",-0.2224367514026,0.219483562649174,0.331611654907874
"chr1",35003999,35014326,10328,"-","498682","RGD1566325",0.231722110932567,0.0486055877013246,0.100806451362956
"chr1",35020478,35033216,12739,"-","682870","LOC682870",-0.00973027465459645,0.878733482241962,0.916518864320304
"chr1",39773403,39886958,113556,"+","171010","Ppp1r14c",-0.357923682868052,0.00877891643629238,0.0256843319323837
"chr1",40004041,40019323,15283,"+","308129","Iyd",-0.666834033812456,0.000169696974644626,0.00100938446036913
"chr1",40348684,40434063,85380,"+","679812","Plekhg1",0.162564791455164,0.522107501982681,0.634537295887321
"chr1",40444008,40632909,188902,"+","361472","Mthfd1l",-0.16770403650293,0.215407519810389,0.32689759358625
"chr1",40730123,40819863,89741,"+","83425","Akap12",-0.584845643181885,2.44085681518653e-07,4.57234617152021e-06
"chr1",40827457,40834938,7482,"-","308126","Zbtb2",0.159729677126562,0.0675516203970424,0.131291333058098
"chr1",40860464,40884019,23556,"-","292268","Rmnd1",0.00986607737296085,0.58290567263164,0.688698254230459
"chr1",40894578,40918301,23724,"+","292267","Armt1",-0.264164723317934,0.185891659025785,0.291131912171403
"chr1",41236742,41495002,258261,"+","24890","Esr1",-0.665675843001155,1.37383719218321e-09,6.40634241488643e-08
"chr1",42018137,42029410,11274,"+","292264","Myct1",-0.707396764573254,7.50894529834931e-09,2.5728095481967e-07
"chr1",42065138,42073218,8081,"+","117064","Vip",-0.886822073497743,5.66163607344383e-05,0.000411583714551315
"chr1",42196068,42202437,6370,"-","292263","Fbxo5",0.0951832799816725,0.0839294925184043,0.15574913274324
"chr1",42210582,42220834,10253,"-","361473","Mtrf1l",-0.309697476095535,0.22570033334104,0.338628167022345
"chr1",42227620,42324609,96990,"-","308118","Rgs17",-0.679061860304326,6.40667677829686e-09,2.29430067789522e-07
"chr1",43160057,43413409,253353,"+","25601","Oprm1",-0.793152977131425,2.28051688129941e-06,2.8327788041212e-05
"chr1",43273318,43346804,73487,"-","361474","Ipcef1",-0.754201194300405,0.000179917140420952,0.00106220546003433
"chr1",43499273,43591630,92358,"-","308113","Cnksr3",0.0134059518617289,0.468782748543921,0.585957431053887
"chr1",43727794,43804978,77185,"+","245926","Scaf8",-0.0206747037911056,0.745585996612831,0.821935510804537
"chr1",44119165,44161680,42516,"-","308140","Tfb1m",-0.00674934670010252,0.937696631661152,0.958190030829701
"chr1",44133769,44134428,660,"+","680178","Cldn20",-0.0126542013219191,0.754521205653796,0.828434262566243
"chr1",44238012,44302851,64840,"-","292279","Nox3",-0.315598583212285,0.0336528378797936,0.0754086461035077
"chr1",45992706,46019481,26776,"-","292228","Tmem242",-0.340168187522353,0.00420245998548048,0.0142503317372263
"chr1",45997845,45999268,1424,"-","369018","Ldhal6b",-0.376804429766912,0.0479387738595794,0.0997080758629773
"chr1",46069127,46330489,261363,"+","499014","Zdhhc14",0.0524135331485295,0.0878224787333776,0.161529638168119
"chr1",46424968,46509037,84070,"+","683687","Snx9",0.508951441364464,1.25312776120706e-07,2.62044941911883e-06
"chr1",46518709,46616017,97309,"+","84018","Synj2",0.334287376377872,0.00482780783802202,0.0158922175717448
"chr1",46656938,46663512,6575,"+","502227","Gtf2h5",-0.026884929931122,0.56745051858712,0.67450497847324
"chr1",46710735,46808570,97836,"+","499016","Tulp4",0.268188529461172,0.00174512816066096,0.00700138834182818
"chr1",46842517,46882675,40159,"+","502228","Tmem181",0.0260993544163622,0.338175054081564,0.460300112036623
"chr1",46887018,46893841,6824,"-","83462","Dynlt1",0.0881646736967,0.895935637145205,0.928518986915402
"chr1",46911217,46967461,56245,"+","499017","Sytl3",-0.257156512704377,0.184146846850495,0.289117843812805
"chr1",46967961,47011505,43545,"-","54319","Ezr",-0.227855123375206,0.261645761826768,0.379152645306093
"chr1",47116168,47154232,38065,"-","361476","Rsph3",-0.249068649711545,0.0361582223791956,0.0798126057832138
"chr1",47170725,47178755,8031,"-","308097","Tagap",-0.459917379853841,8.37809391956917e-05,0.000565456493642749
"chr1",47302722,47363593,60872,"+","308099","Fndc1",-0.708448980166116,3.14542056954405e-06,3.65951532574038e-05
"chr1",47638318,47645163,6846,"-","24787","Sod2",0.0942132590799236,0.0761741704357381,0.144609089312231
"chr1",47665965,47691067,25103,"+","499020","Wtap",0.246697588950382,0.000178947647542484,0.00105719748412633
"chr1",47695833,47713879,18047,"+","308100","Acat2",0.0380873003352713,0.0147901148913868,0.0388070027967125
"chr1",47829062,47836744,7683,"-","24818","Tcp1",0.0608047372769987,0.00752288797368387,0.0227644156266719
"chr1",47837169,47841986,4818,"+","292244","Mrpl18",0.20777355540474,0.00403941778171058,0.0138064804089326
"chr1",47843224,47861675,18452,"+","361478","Pnldc1",-0.224536933474025,0.611572315805334,0.713242021375219
"chr1",47872474,47873439,966,"-","404641","Mas1l",-1.08155639455396,0.0283158588430155,0.0656599625345288
"chr1",47880309,47911500,31192,"+","25153","Mas1",-1.56858770391035,7.00364582600103e-14,2.49272618786649e-11
"chr1",47979109,48067501,88393,"+","25151","Igf2r",-0.712869694210634,2.80045920586274e-05,0.00023070386655761
"chr1",48076666,48103679,27014,"+","24904","Slc22a1",-1.29014054203564,3.40097558063814e-06,3.90988886791886e-05
"chr1",48121061,48163258,42198,"-","29503","Slc22a2",-0.89335187035024,0.0018220765257194,0.00725834047705491
"chr1",48235476,48324614,89139,"+","29504","Slc22a3",-1.21837483877182,2.6303104726709e-10,1.67869357611186e-08
"chr1",48325186,48367643,42458,"-","85253","Plg",-0.669214528326425,2.22041139924979e-05,0.000189081908217365
"chr1",48431873,48519358,87486,"+","308106","Map3k4",-0.480218497476478,0.0155293266795195,0.0404272574775607
"chr1",48527322,48633223,105902,"-","170919","Agpat4",0.414503744757559,0.000124743099132617,0.00078059549654569
"chr1",48690481,49882447,1191967,"-","56816","Prkn",-0.30070320282942,4.27328966980371e-07,7.24258229750989e-06
"chr1",49882722,50305434,422713,"+","499021","Pacrg",0.348095983779833,3.47666013719717e-07,6.13073334607873e-06
"chr1",50385803,50386959,1157,"-","106182183","Cahm",0.502373090402231,7.55850315196108e-10,3.93493417821496e-08
"chr1",50387698,50491155,103458,"+","499022","Qki",0.408570263844463,9.71135379454838e-08,2.11267257093949e-06
"chr1",51045264,51048339,3076,"+","292295","Pabpc6",-0.164152345851587,0.0320121127599691,0.0724395025994369
"chr1",51740328,51763989,23662,"-","681210","MGC94891",-0.469550554329342,0.000293568796370299,0.00159745391847052
"chr1",51770132,51953613,183482,"-","63885","Pde10a",-0.524366508266066,1.65994662819192e-06,2.18928251332742e-05
"chr1",52298099,52305864,7766,"-","292301","Tbxt",-0.506431036983475,2.06898328852795e-05,0.000177924401143627
"chr1",52318455,52373525,55071,"-","681288","T2",0.0890316121132666,0.404044668840197,0.526489765733192
"chr1",52402426,52403352,927,"-","361481","Prr18",0.192719418407399,0.00540851114501376,0.0174094563250351
"chr1",52409687,52425583,15897,"-","292305","Sft2d1",0.441288210007143,0.0232876759198833,0.0560343636924343
"chr1",52437747,52449369,11623,"-","171087","Mpc1",0.37754746646141,0.0338245621134233,0.0757058987754239
"chr1",52476066,52498570,22505,"-","308163","Ccr6",0.166774020512733,0.0369119137574767,0.0809740598654583
"chr1",52535156,52563955,28800,"-","683722","Cep43",0.058336676360656,0.408514461019006,0.530293427627202
"chr1",52585980,52603151,17172,"+","292306","Rnaset2",-0.00547564314532481,0.000636108737012289,0.00305865353556502
"chr1",52771260,52906739,135480,"+","117269","Rps6ka2",-0.248341929014961,7.07076316135476e-05,0.000491291273043932
"chr1",52926953,52927912,960,"-","292310","Gpr31",-0.00336899985111212,0.0328158547055146,0.0739512218715823
"chr1",52939092,52960833,21742,"+","308169","Tcp10b",-0.269476079847022,0.0070640322241776,0.021678114022463
"chr1",52968428,52970206,1779,"-","292311","Ttll2",-0.0638726867159479,0.00512748134720151,0.0166678983588433
"chr1",53280367,53579596,299230,"+","292316","Smok2a",-1.00838749030408,7.81320819479369e-21,4.54207836390673e-17
"chr1",53905376,54034216,128841,"+","26955","Afdn",-0.0565240354926613,0.986699848257314,0.991589567454624
"chr1",54292484,54321356,28873,"+","685557","Vom2r7",-1.16996194081087,9.68341019936331e-05,0.000637759342435408
"chr1",54686330,54725985,39656,"+","685641","Vom2r8",-0.888424940607219,9.77246842358557e-05,0.000640984342390037
"chr1",54858286,54872201,13916,"+","685666","Vom2r9",-0.385993351130533,0.011905504932457,0.032523810467113
"chr1",55181023,55189939,8917,"-","308212","Dact2",-0.79127198115735,1.57456406016662e-10,1.14418321705441e-08
"chr1",55262530,55391695,129166,"+","292401","Smoc2",-0.502538659596733,1.60668197472907e-06,2.12921988140388e-05
"chr1",55670394,55699789,29396,"-","292406","Thbs2",-0.139627650390793,0.0584379101873646,0.116862418721206
"chr1",55950449,55953171,2723,"+","100125364","LOC100125364",-0.200363166072545,0.0110398180809276,0.0306144740549176
"chr1",55952253,55968590,16338,"-","292404","Phf10",0.0402270656179132,0.265000247402832,0.382836672854987
"chr1",55971335,55983164,11830,"-","365153","Dynlt2",-0.214690818575783,0.116785552353452,0.20227828315068
"chr1",56312062,56320174,8113,"-","84010","Dll1",-0.00187772621872139,0.418810614740695,0.53952476898525
"chr1",56339129,56385064,45936,"+","308218","Fam120b",-0.318230960284881,0.0292440188403701,0.0673999852750171
"chr1",56442681,56461680,19000,"-","94198","Psmb1",-0.14320223869371,0.182271007170743,0.286746705475834
"chr1",56463618,56480428,16811,"+","117526","Tbp",-0.215667417760544,0.500964570091274,0.615052594325365
"chr1",56484947,56490437,5491,"-","58934","Pdcd2",-0.318427033894343,0.0793517306113281,0.149126528217841
"chr1",56505579,56525652,20074,"-","365155","Prdm9",-0.221804550587727,0.781118224366283,0.848819355283692
"chr1",56664054,56728125,64072,"+","308215","Chd1",0.0878361650057516,0.0381470189785809,0.0831812966974808
"chr1",58103132,58119397,16266,"+","308201","Riok2",-0.068734056997914,0.846122615778493,0.894922579851836
"chr1",58128961,58185964,57004,"+","292381","Lix1",-0.667053548791588,7.59895562699076e-06,7.74551643101805e-05
"chr1",58258643,58354544,95902,"-","171105","Lnpep",0.0752980443345037,0.277880201315521,0.396744225210207
"chr1",58677015,58677084,70,"+","100314189","Mir99b",0.257728808983882,0.0383321378624663,0.0834805799602163
"chr1",58677171,58677287,117,"-","100526599","Mir3596c",0.39958800440533,0.000552105298926613,0.00270545558114081
"chr1",58677180,58677272,93,"+","100313991","Mirlet7e",0.378088595664964,0.00130995531488979,0.00554101884348239
"chr1",58677626,58677710,85,"+","100314236","Mir125a",0.24951842184727,0.0162735851435547,0.0419219091438101
"chr1",58677797,58688562,10766,"+","688452","Spaca6",-0.0443754750604107,0.803949830505886,0.863620883524648
"chr1",58693411,58705397,11987,"-","282821","Has1",-0.413005482632451,0.0131623329579238,0.0352829829059624
"chr1",58748266,58749473,1208,"-","292409","Fpr1",-0.963165730275938,6.10274946446362e-05,0.000438171884150867
"chr1",59027796,59075351,47556,"+","292414","Vom2r10",-0.526525785089069,0.00110639611328579,0.00482871576969573
"chr1",59498863,59518653,19791,"-","292417","Vom2r11",-1.08933927933695,0.0326313756424057,0.0735735218104143
"chr1",59686519,59687550,1032,"-","292419","Fpr2l1",-1.26511047458208,0.00285234237548328,0.0103851463524903
"chr1",60032949,60033899,951,"+","100312665","Vom1r9",-0.923260385687236,0.0971397936306961,0.174939900962344
"chr1",60264367,60265317,951,"+","100312667","Vom1r13",-0.910952885704592,0.0219795277402405,0.0534620591059684
"chr1",60540223,60559467,19245,"+","117281","Ppp2r1a",0.132753297038283,0.527866430783481,0.639660266319059
"chr1",60661804,60662751,948,"-","100312668","Vom1r16",-0.470773402193555,0.0129985684902847,0.0349406649923805
"chr1",60770206,60771111,906,"+","100312945","Vom1r17",-0.346645529692744,0.0472903147047826,0.0986652815470043
"chr1",61191746,61203997,12252,"+","308232","Zfp54",0.201624294165586,0.00783743804649478,0.0235055751557814
